OxTG,[M+NH4]+,[M+H-nH2O]+,[M+H-nH2O2]+,[M+H-nH2O-R1COOH]+,[M+H-nH2O-R2COOH]+,[M+H-nH2O-R3COOH]+,[M+H-nH2O2-R1COOH]+,[M+H-nH2O2-R2COOH]+,[M+H-nH2O2-R3COOH]+
OxTG(14:0_18:4_15:1(OOHOOH))+NH4,864.6559504,775.5871204,779.6184204,583.3993304,535.3993304,543.4407704,551.4095104,503.4095104,543.4407704
OxTG(14:0_18:4_16:1(OOHOOH))+NH4,878.6716504,789.6028204,793.6341204,597.4150304,549.4150304,543.4407704,565.4252104,517.4252104,543.4407704
OxTG(14:0_18:4_17:1(OOHOOH))+NH4,892.6872504,803.6184204,807.6497204,611.4306304,563.4306304,543.4407704,579.4408104,531.4408104,543.4407704
OxTG(14:0_18:4_17:2(OOHOOH))+NH4,890.6716504,801.6028204,805.6341204,609.4150304,561.4150304,543.4407704,577.4252104,529.4252104,543.4407704
OxTG(14:0_18:4_18:1(OOHOOH))+NH4,906.7029504,817.6341204,821.6654204,625.4463304,577.4463304,543.4407704,593.4565104,545.4565104,543.4407704
OxTG(14:0_18:4_18:2(OOHOOH))+NH4,904.6872504,815.6184204,819.6497204,623.4306304,575.4306304,543.4407704,591.4408104,543.4408104,543.4407704
OxTG(14:0_18:4_18:3(OOHOOH))+NH4,902.6716504,813.6028204,817.6341204,621.4150304,573.4150304,543.4407704,589.4252104,541.4252104,543.4407704
OxTG(14:0_18:4_18:4(OOHOOH))+NH4,900.6559504,811.5871204,815.6184204,619.3993304,571.3993304,543.4407704,587.4095104,539.4095104,543.4407704
OxTG(14:0_18:4_20:1(OOHOOH))+NH4,934.7342504,845.6654204,849.6967204,653.4776304,605.4776304,543.4407704,621.4878104,573.4878104,543.4407704
OxTG(14:0_18:4_20:2(OOHOOH))+NH4,932.7185504,843.6497204,847.6810204,651.4619304,603.4619304,543.4407704,619.4721104,571.4721104,543.4407704
OxTG(14:0_18:4_20:3(OOHOOH))+NH4,930.7029504,841.6341204,845.6654204,649.4463304,601.4463304,543.4407704,617.4565104,569.4565104,543.4407704
OxTG(14:0_18:4_20:4(OOHOOH))+NH4,928.6872504,839.6184204,843.6497204,647.4306304,599.4306304,543.4407704,615.4408104,567.4408104,543.4407704
OxTG(14:0_18:4_20:5(OOHOOH))+NH4,926.6716504,837.6028204,841.6341204,645.4150304,597.4150304,543.4407704,613.4252104,565.4252104,543.4407704
OxTG(14:0_18:4_22:1(OOHOOH))+NH4,962.7655504,873.6967204,877.7280204,681.5089304,633.5089304,543.4407704,649.5191104,601.5191104,543.4407704
OxTG(14:0_18:4_22:2(OOHOOH))+NH4,960.7498504,871.6810204,875.7123204,679.4932304,631.4932304,543.4407704,647.5034104,599.5034104,543.4407704
OxTG(14:0_18:4_22:3(OOHOOH))+NH4,958.7342504,869.6654204,873.6967204,677.4776304,629.4776304,543.4407704,645.4878104,597.4878104,543.4407704
OxTG(14:0_18:4_22:4(OOHOOH))+NH4,956.7185504,867.6497204,871.6810204,675.4619304,627.4619304,543.4407704,643.4721104,595.4721104,543.4407704
OxTG(14:0_18:4_22:5(OOHOOH))+NH4,954.7029504,865.6341204,869.6654204,673.4463304,625.4463304,543.4407704,641.4565104,593.4565104,543.4407704
OxTG(14:0_18:4_22:6(OOHOOH))+NH4,952.6872504,863.6184204,867.6497204,671.4306304,623.4306304,543.4407704,639.4408104,591.4408104,543.4407704
OxTG(14:0_18:4_24:1(OOHOOH))+NH4,990.7968504,901.7280204,905.7593204,709.5402304,661.5402304,543.4407704,677.5504104,629.5504104,543.4407704
OxTG(14:0_20:4_14:1(OOH))+NH4,846.6817504,793.6340604,795.6497104,583.4357004,507.4044004,571.4720704,567.4407904,491.4094904,571.4720704
OxTG(14:0_20:4_15:1(OOH))+NH4,860.6973504,807.6496604,809.6653104,597.4513004,521.4200004,571.4720704,581.4563904,505.4250904,571.4720704
OxTG(14:0_20:4_16:1(OOH))+NH4,874.7130504,821.6653604,823.6810104,611.4670004,535.4357004,571.4720704,595.4720904,519.4407904,571.4720704
OxTG(14:0_20:4_17:1(OOH))+NH4,888.7286504,835.6809604,837.6966104,625.4826004,549.4513004,571.4720704,609.4876904,533.4563904,571.4720704
OxTG(14:0_20:4_17:2(OOH))+NH4,886.7130504,833.6653604,835.6810104,623.4670004,547.4357004,571.4720704,607.4720904,531.4407904,571.4720704
OxTG(14:0_20:4_18:1(OOH))+NH4,902.7443504,849.6966604,851.7123104,639.4983004,563.4670004,571.4720704,623.5033904,547.4720904,571.4720704
OxTG(14:0_20:4_18:3(OOH))+NH4,898.7130504,845.6653604,847.6810104,635.4670004,559.4357004,571.4720704,619.4720904,543.4407904,571.4720704
OxTG(14:0_20:4_18:4(OOH))+NH4,896.6973504,843.6496604,845.6653104,633.4513004,557.4200004,571.4720704,617.4563904,541.4250904,571.4720704
OxTG(14:0_20:4_20:1(OOH))+NH4,930.7756504,877.7279604,879.7436104,667.5296004,591.4983004,571.4720704,651.5346904,575.5033904,571.4720704
OxTG(14:0_20:4_20:2(OOH))+NH4,928.7599504,875.7122604,877.7279104,665.5139004,589.4826004,571.4720704,649.5189904,573.4876904,571.4720704
OxTG(14:0_20:4_20:3(OOH))+NH4,926.7443504,873.6966604,875.7123104,663.4983004,587.4670004,571.4720704,647.5033904,571.4720904,571.4720704
OxTG(14:0_20:4_20:5(OOH))+NH4,922.7130504,869.6653604,871.6810104,659.4670004,583.4357004,571.4720704,643.4720904,567.4407904,571.4720704
OxTG(14:0_20:4_22:1(OOH))+NH4,958.8069504,905.7592604,907.7749104,695.5609004,619.5296004,571.4720704,679.5659904,603.5346904,571.4720704
OxTG(14:0_20:4_22:2(OOH))+NH4,956.7912504,903.7435604,905.7592104,693.5452004,617.5139004,571.4720704,677.5502904,601.5189904,571.4720704
OxTG(14:0_20:4_22:3(OOH))+NH4,954.7756504,901.7279604,903.7436104,691.5296004,615.4983004,571.4720704,675.5346904,599.5033904,571.4720704
OxTG(14:0_20:4_22:4(OOH))+NH4,952.7599504,899.7122604,901.7279104,689.5139004,613.4826004,571.4720704,673.5189904,597.4876904,571.4720704
OxTG(14:0_20:4_22:5(OOH))+NH4,950.7443504,897.6966604,899.7123104,687.4983004,611.4670004,571.4720704,671.5033904,595.4720904,571.4720704
OxTG(14:0_20:4_22:6(OOH))+NH4,948.7286504,895.6809604,897.6966104,685.4826004,609.4513004,571.4720704,669.4876904,593.4563904,571.4720704
OxTG(14:0_20:4_24:1(OOH))+NH4,986.8382504,933.7905604,935.8062104,723.5922004,647.5609004,571.4720704,707.5972904,631.5659904,571.4720704
OxTG(14:0_20:4_14:1(OOHOOH))+NH4,878.6716504,789.6028204,793.6341204,597.4150304,521.3837304,571.4720704,565.4252104,489.3939104,571.4720704
OxTG(14:0_20:4_15:1(OOHOOH))+NH4,892.6872504,803.6184204,807.6497204,611.4306304,535.3993304,571.4720704,579.4408104,503.4095104,571.4720704
OxTG(14:0_20:4_16:1(OOHOOH))+NH4,906.7029504,817.6341204,821.6654204,625.4463304,549.4150304,571.4720704,593.4565104,517.4252104,571.4720704
OxTG(14:0_20:4_17:1(OOHOOH))+NH4,920.7185504,831.6497204,835.6810204,639.4619304,563.4306304,571.4720704,607.4721104,531.4408104,571.4720704
OxTG(14:0_20:4_17:2(OOHOOH))+NH4,918.7029504,829.6341204,833.6654204,637.4463304,561.4150304,571.4720704,605.4565104,529.4252104,571.4720704
OxTG(14:0_20:4_18:1(OOHOOH))+NH4,934.7342504,845.6654204,849.6967204,653.4776304,577.4463304,571.4720704,621.4878104,545.4565104,571.4720704
OxTG(14:0_20:4_18:2(OOHOOH))+NH4,932.7185504,843.6497204,847.6810204,651.4619304,575.4306304,571.4720704,619.4721104,543.4408104,571.4720704
OxTG(14:0_20:4_18:3(OOHOOH))+NH4,930.7029504,841.6341204,845.6654204,649.4463304,573.4150304,571.4720704,617.4565104,541.4252104,571.4720704
OxTG(14:0_20:4_18:4(OOHOOH))+NH4,928.6872504,839.6184204,843.6497204,647.4306304,571.3993304,571.4720704,615.4408104,539.4095104,571.4720704
OxTG(14:0_20:4_20:1(OOHOOH))+NH4,962.7655504,873.6967204,877.7280204,681.5089304,605.4776304,571.4720704,649.5191104,573.4878104,571.4720704
OxTG(14:0_20:4_20:2(OOHOOH))+NH4,960.7498504,871.6810204,875.7123204,679.4932304,603.4619304,571.4720704,647.5034104,571.4721104,571.4720704
OxTG(14:0_20:4_20:3(OOHOOH))+NH4,958.7342504,869.6654204,873.6967204,677.4776304,601.4463304,571.4720704,645.4878104,569.4565104,571.4720704
OxTG(14:0_20:4_20:4(OOHOOH))+NH4,956.7185504,867.6497204,871.6810204,675.4619304,599.4306304,571.4720704,643.4721104,567.4408104,571.4720704
OxTG(14:0_20:4_20:5(OOHOOH))+NH4,954.7029504,865.6341204,869.6654204,673.4463304,597.4150304,571.4720704,641.4565104,565.4252104,571.4720704
OxTG(14:0_20:4_22:1(OOHOOH))+NH4,990.7968504,901.7280204,905.7593204,709.5402304,633.5089304,571.4720704,677.5504104,601.5191104,571.4720704
OxTG(14:0_20:4_22:2(OOHOOH))+NH4,988.7811504,899.7123204,903.7436204,707.5245304,631.4932304,571.4720704,675.5347104,599.5034104,571.4720704
OxTG(14:0_20:4_22:3(OOHOOH))+NH4,986.7655504,897.6967204,901.7280204,705.5089304,629.4776304,571.4720704,673.5191104,597.4878104,571.4720704
OxTG(14:0_20:4_22:4(OOHOOH))+NH4,984.7498504,895.6810204,899.7123204,703.4932304,627.4619304,571.4720704,671.5034104,595.4721104,571.4720704
OxTG(14:0_20:4_22:5(OOHOOH))+NH4,982.7342504,893.6654204,897.6967204,701.4776304,625.4463304,571.4720704,669.4878104,593.4565104,571.4720704
OxTG(14:0_20:4_22:6(OOHOOH))+NH4,980.7185504,891.6497204,895.6810204,699.4619304,623.4306304,571.4720704,667.4721104,591.4408104,571.4720704
OxTG(14:0_20:4_24:1(OOHOOH))+NH4,1018.82815,929.7593204,933.7906204,737.5715304,661.5402304,571.4720704,705.5817104,629.5504104,571.4720704
OxTG(14:0_20:5_14:1(OOH))+NH4,844.6661504,791.6184604,793.6341104,581.4201004,507.4044004,569.4564704,565.4251904,491.4094904,569.4564704
OxTG(14:0_20:5_15:1(OOH))+NH4,858.6817504,805.6340604,807.6497104,595.4357004,521.4200004,569.4564704,579.4407904,505.4250904,569.4564704
OxTG(14:0_20:5_16:1(OOH))+NH4,872.6974504,819.6497604,821.6654104,609.4514004,535.4357004,569.4564704,593.4564904,519.4407904,569.4564704
OxTG(14:0_20:5_17:1(OOH))+NH4,886.7130504,833.6653604,835.6810104,623.4670004,549.4513004,569.4564704,607.4720904,533.4563904,569.4564704
OxTG(14:0_20:5_17:2(OOH))+NH4,884.6974504,831.6497604,833.6654104,621.4514004,547.4357004,569.4564704,605.4564904,531.4407904,569.4564704
OxTG(14:0_20:5_18:1(OOH))+NH4,900.7287504,847.6810604,849.6967104,637.4827004,563.4670004,569.4564704,621.4877904,547.4720904,569.4564704
OxTG(14:0_20:5_18:3(OOH))+NH4,896.6974504,843.6497604,845.6654104,633.4514004,559.4357004,569.4564704,617.4564904,543.4407904,569.4564704
OxTG(14:0_20:5_18:4(OOH))+NH4,894.6817504,841.6340604,843.6497104,631.4357004,557.4200004,569.4564704,615.4407904,541.4250904,569.4564704
OxTG(14:0_20:5_20:1(OOH))+NH4,928.7600504,875.7123604,877.7280104,665.5140004,591.4983004,569.4564704,649.5190904,575.5033904,569.4564704
OxTG(14:0_20:5_20:2(OOH))+NH4,926.7443504,873.6966604,875.7123104,663.4983004,589.4826004,569.4564704,647.5033904,573.4876904,569.4564704
OxTG(14:0_20:5_20:3(OOH))+NH4,924.7287504,871.6810604,873.6967104,661.4827004,587.4670004,569.4564704,645.4877904,571.4720904,569.4564704
OxTG(14:0_20:5_20:5(OOH))+NH4,920.6974504,867.6497604,869.6654104,657.4514004,583.4357004,569.4564704,641.4564904,567.4407904,569.4564704
OxTG(14:0_20:5_22:1(OOH))+NH4,956.7913504,903.7436604,905.7593104,693.5453004,619.5296004,569.4564704,677.5503904,603.5346904,569.4564704
OxTG(14:0_20:5_22:2(OOH))+NH4,954.7756504,901.7279604,903.7436104,691.5296004,617.5139004,569.4564704,675.5346904,601.5189904,569.4564704
OxTG(14:0_20:5_22:3(OOH))+NH4,952.7600504,899.7123604,901.7280104,689.5140004,615.4983004,569.4564704,673.5190904,599.5033904,569.4564704
OxTG(14:0_20:5_22:4(OOH))+NH4,950.7443504,897.6966604,899.7123104,687.4983004,613.4826004,569.4564704,671.5033904,597.4876904,569.4564704
OxTG(14:0_20:5_22:5(OOH))+NH4,948.7287504,895.6810604,897.6967104,685.4827004,611.4670004,569.4564704,669.4877904,595.4720904,569.4564704
OxTG(14:0_20:5_22:6(OOH))+NH4,946.7130504,893.6653604,895.6810104,683.4670004,609.4513004,569.4564704,667.4720904,593.4563904,569.4564704
OxTG(14:0_20:5_24:1(OOH))+NH4,984.8226504,931.7749604,933.7906104,721.5766004,647.5609004,569.4564704,705.5816904,631.5659904,569.4564704
OxTG(14:0_20:5_14:1(OOHOOH))+NH4,876.6560504,787.5872204,791.6185204,595.3994304,521.3837304,569.4564704,563.4096104,489.3939104,569.4564704
OxTG(14:0_20:5_15:1(OOHOOH))+NH4,890.6716504,801.6028204,805.6341204,609.4150304,535.3993304,569.4564704,577.4252104,503.4095104,569.4564704
OxTG(14:0_20:5_16:1(OOHOOH))+NH4,904.6873504,815.6185204,819.6498204,623.4307304,549.4150304,569.4564704,591.4409104,517.4252104,569.4564704
OxTG(14:0_20:5_17:1(OOHOOH))+NH4,918.7029504,829.6341204,833.6654204,637.4463304,563.4306304,569.4564704,605.4565104,531.4408104,569.4564704
OxTG(14:0_20:5_17:2(OOHOOH))+NH4,916.6873504,827.6185204,831.6498204,635.4307304,561.4150304,569.4564704,603.4409104,529.4252104,569.4564704
OxTG(14:0_20:5_18:1(OOHOOH))+NH4,932.7186504,843.6498204,847.6811204,651.4620304,577.4463304,569.4564704,619.4722104,545.4565104,569.4564704
OxTG(14:0_20:5_18:2(OOHOOH))+NH4,930.7029504,841.6341204,845.6654204,649.4463304,575.4306304,569.4564704,617.4565104,543.4408104,569.4564704
OxTG(14:0_20:5_18:3(OOHOOH))+NH4,928.6873504,839.6185204,843.6498204,647.4307304,573.4150304,569.4564704,615.4409104,541.4252104,569.4564704
OxTG(14:0_20:5_18:4(OOHOOH))+NH4,926.6716504,837.6028204,841.6341204,645.4150304,571.3993304,569.4564704,613.4252104,539.4095104,569.4564704
OxTG(14:0_20:5_20:1(OOHOOH))+NH4,960.7499504,871.6811204,875.7124204,679.4933304,605.4776304,569.4564704,647.5035104,573.4878104,569.4564704
OxTG(14:0_20:5_20:2(OOHOOH))+NH4,958.7342504,869.6654204,873.6967204,677.4776304,603.4619304,569.4564704,645.4878104,571.4721104,569.4564704
OxTG(14:0_20:5_20:3(OOHOOH))+NH4,956.7186504,867.6498204,871.6811204,675.4620304,601.4463304,569.4564704,643.4722104,569.4565104,569.4564704
OxTG(14:0_20:5_20:4(OOHOOH))+NH4,954.7029504,865.6341204,869.6654204,673.4463304,599.4306304,569.4564704,641.4565104,567.4408104,569.4564704
OxTG(14:0_20:5_20:5(OOHOOH))+NH4,952.6873504,863.6185204,867.6498204,671.4307304,597.4150304,569.4564704,639.4409104,565.4252104,569.4564704
OxTG(14:0_20:5_22:1(OOHOOH))+NH4,988.7812504,899.7124204,903.7437204,707.5246304,633.5089304,569.4564704,675.5348104,601.5191104,569.4564704
OxTG(14:0_20:5_22:2(OOHOOH))+NH4,986.7655504,897.6967204,901.7280204,705.5089304,631.4932304,569.4564704,673.5191104,599.5034104,569.4564704
OxTG(14:0_20:5_22:3(OOHOOH))+NH4,984.7499504,895.6811204,899.7124204,703.4933304,629.4776304,569.4564704,671.5035104,597.4878104,569.4564704
OxTG(14:0_20:5_22:4(OOHOOH))+NH4,982.7342504,893.6654204,897.6967204,701.4776304,627.4619304,569.4564704,669.4878104,595.4721104,569.4564704
OxTG(14:0_20:5_22:5(OOHOOH))+NH4,980.7186504,891.6498204,895.6811204,699.4620304,625.4463304,569.4564704,667.4722104,593.4565104,569.4564704
OxTG(14:0_20:5_22:6(OOHOOH))+NH4,978.7029504,889.6341204,893.6654204,697.4463304,623.4306304,569.4564704,665.4565104,591.4408104,569.4564704
OxTG(14:0_20:5_24:1(OOHOOH))+NH4,1016.81255,927.7437204,931.7750204,735.5559304,661.5402304,569.4564704,703.5661104,629.5504104,569.4564704
OxTG(14:0_22:5_14:1(OOH))+NH4,872.6974504,819.6497604,821.6654104,609.4514004,507.4044004,597.4877704,593.4564904,491.4094904,597.4877704
OxTG(14:0_22:5_15:1(OOH))+NH4,886.7130504,833.6653604,835.6810104,623.4670004,521.4200004,597.4877704,607.4720904,505.4250904,597.4877704
OxTG(14:0_22:5_16:1(OOH))+NH4,900.7287504,847.6810604,849.6967104,637.4827004,535.4357004,597.4877704,621.4877904,519.4407904,597.4877704
OxTG(14:0_22:5_17:1(OOH))+NH4,914.7443504,861.6966604,863.7123104,651.4983004,549.4513004,597.4877704,635.5033904,533.4563904,597.4877704
OxTG(14:0_22:5_17:2(OOH))+NH4,912.7287504,859.6810604,861.6967104,649.4827004,547.4357004,597.4877704,633.4877904,531.4407904,597.4877704
OxTG(14:0_22:5_18:1(OOH))+NH4,928.7600504,875.7123604,877.7280104,665.5140004,563.4670004,597.4877704,649.5190904,547.4720904,597.4877704
OxTG(14:0_22:5_18:3(OOH))+NH4,924.7287504,871.6810604,873.6967104,661.4827004,559.4357004,597.4877704,645.4877904,543.4407904,597.4877704
OxTG(14:0_22:5_18:4(OOH))+NH4,922.7130504,869.6653604,871.6810104,659.4670004,557.4200004,597.4877704,643.4720904,541.4250904,597.4877704
OxTG(14:0_22:5_20:1(OOH))+NH4,956.7913504,903.7436604,905.7593104,693.5453004,591.4983004,597.4877704,677.5503904,575.5033904,597.4877704
OxTG(14:0_22:5_20:2(OOH))+NH4,954.7756504,901.7279604,903.7436104,691.5296004,589.4826004,597.4877704,675.5346904,573.4876904,597.4877704
OxTG(14:0_22:5_20:3(OOH))+NH4,952.7600504,899.7123604,901.7280104,689.5140004,587.4670004,597.4877704,673.5190904,571.4720904,597.4877704
OxTG(14:0_22:5_20:5(OOH))+NH4,948.7287504,895.6810604,897.6967104,685.4827004,583.4357004,597.4877704,669.4877904,567.4407904,597.4877704
OxTG(14:0_22:5_22:1(OOH))+NH4,984.8226504,931.7749604,933.7906104,721.5766004,619.5296004,597.4877704,705.5816904,603.5346904,597.4877704
OxTG(14:0_22:5_22:2(OOH))+NH4,982.8069504,929.7592604,931.7749104,719.5609004,617.5139004,597.4877704,703.5659904,601.5189904,597.4877704
OxTG(14:0_22:5_22:3(OOH))+NH4,980.7913504,927.7436604,929.7593104,717.5453004,615.4983004,597.4877704,701.5503904,599.5033904,597.4877704
OxTG(14:0_22:5_22:4(OOH))+NH4,978.7756504,925.7279604,927.7436104,715.5296004,613.4826004,597.4877704,699.5346904,597.4876904,597.4877704
OxTG(14:0_22:5_22:5(OOH))+NH4,976.7600504,923.7123604,925.7280104,713.5140004,611.4670004,597.4877704,697.5190904,595.4720904,597.4877704
OxTG(14:0_22:5_22:6(OOH))+NH4,974.7443504,921.6966604,923.7123104,711.4983004,609.4513004,597.4877704,695.5033904,593.4563904,597.4877704
OxTG(14:0_22:5_24:1(OOH))+NH4,1012.85395,959.8062604,961.8219104,749.6079004,647.5609004,597.4877704,733.6129904,631.5659904,597.4877704
OxTG(14:0_22:5_14:1(OOHOOH))+NH4,904.6873504,815.6185204,819.6498204,623.4307304,521.3837304,597.4877704,591.4409104,489.3939104,597.4877704
OxTG(14:0_22:5_15:1(OOHOOH))+NH4,918.7029504,829.6341204,833.6654204,637.4463304,535.3993304,597.4877704,605.4565104,503.4095104,597.4877704
OxTG(14:0_22:5_16:1(OOHOOH))+NH4,932.7186504,843.6498204,847.6811204,651.4620304,549.4150304,597.4877704,619.4722104,517.4252104,597.4877704
OxTG(14:0_22:5_17:1(OOHOOH))+NH4,946.7342504,857.6654204,861.6967204,665.4776304,563.4306304,597.4877704,633.4878104,531.4408104,597.4877704
OxTG(14:0_22:5_17:2(OOHOOH))+NH4,944.7186504,855.6498204,859.6811204,663.4620304,561.4150304,597.4877704,631.4722104,529.4252104,597.4877704
OxTG(14:0_22:5_18:1(OOHOOH))+NH4,960.7499504,871.6811204,875.7124204,679.4933304,577.4463304,597.4877704,647.5035104,545.4565104,597.4877704
OxTG(14:0_22:5_18:2(OOHOOH))+NH4,958.7342504,869.6654204,873.6967204,677.4776304,575.4306304,597.4877704,645.4878104,543.4408104,597.4877704
OxTG(14:0_22:5_18:3(OOHOOH))+NH4,956.7186504,867.6498204,871.6811204,675.4620304,573.4150304,597.4877704,643.4722104,541.4252104,597.4877704
OxTG(14:0_22:5_18:4(OOHOOH))+NH4,954.7029504,865.6341204,869.6654204,673.4463304,571.3993304,597.4877704,641.4565104,539.4095104,597.4877704
OxTG(14:0_22:5_20:1(OOHOOH))+NH4,988.7812504,899.7124204,903.7437204,707.5246304,605.4776304,597.4877704,675.5348104,573.4878104,597.4877704
OxTG(14:0_22:5_20:2(OOHOOH))+NH4,986.7655504,897.6967204,901.7280204,705.5089304,603.4619304,597.4877704,673.5191104,571.4721104,597.4877704
OxTG(14:0_22:5_20:3(OOHOOH))+NH4,984.7499504,895.6811204,899.7124204,703.4933304,601.4463304,597.4877704,671.5035104,569.4565104,597.4877704
OxTG(14:0_22:5_20:4(OOHOOH))+NH4,982.7342504,893.6654204,897.6967204,701.4776304,599.4306304,597.4877704,669.4878104,567.4408104,597.4877704
OxTG(14:0_22:5_20:5(OOHOOH))+NH4,980.7186504,891.6498204,895.6811204,699.4620304,597.4150304,597.4877704,667.4722104,565.4252104,597.4877704
OxTG(14:0_22:5_22:1(OOHOOH))+NH4,1016.81255,927.7437204,931.7750204,735.5559304,633.5089304,597.4877704,703.5661104,601.5191104,597.4877704
OxTG(14:0_22:5_22:2(OOHOOH))+NH4,1014.79685,925.7280204,929.7593204,733.5402304,631.4932304,597.4877704,701.5504104,599.5034104,597.4877704
OxTG(14:0_22:5_22:3(OOHOOH))+NH4,1012.78125,923.7124204,927.7437204,731.5246304,629.4776304,597.4877704,699.5348104,597.4878104,597.4877704
OxTG(14:0_22:5_22:4(OOHOOH))+NH4,1010.76555,921.6967204,925.7280204,729.5089304,627.4619304,597.4877704,697.5191104,595.4721104,597.4877704
OxTG(14:0_22:5_22:5(OOHOOH))+NH4,1008.74995,919.6811204,923.7124204,727.4933304,625.4463304,597.4877704,695.5035104,593.4565104,597.4877704
OxTG(14:0_22:5_22:6(OOHOOH))+NH4,1006.73425,917.6654204,921.6967204,725.4776304,623.4306304,597.4877704,693.4878104,591.4408104,597.4877704
OxTG(14:0_22:5_24:1(OOHOOH))+NH4,1044.84385,955.7750204,959.8063204,763.5872304,661.5402304,597.4877704,731.5974104,629.5504104,597.4877704
OxTG(14:0_22:6_14:1(OOH))+NH4,870.6817504,817.6340604,819.6497104,607.4357004,507.4044004,595.4720704,591.4407904,491.4094904,595.4720704
OxTG(14:0_22:6_15:1(OOH))+NH4,884.6973504,831.6496604,833.6653104,621.4513004,521.4200004,595.4720704,605.4563904,505.4250904,595.4720704
OxTG(14:0_22:6_16:1(OOH))+NH4,898.7130504,845.6653604,847.6810104,635.4670004,535.4357004,595.4720704,619.4720904,519.4407904,595.4720704
OxTG(14:0_22:6_17:1(OOH))+NH4,912.7286504,859.6809604,861.6966104,649.4826004,549.4513004,595.4720704,633.4876904,533.4563904,595.4720704
OxTG(14:0_22:6_17:2(OOH))+NH4,910.7130504,857.6653604,859.6810104,647.4670004,547.4357004,595.4720704,631.4720904,531.4407904,595.4720704
OxTG(14:0_22:6_18:1(OOH))+NH4,926.7443504,873.6966604,875.7123104,663.4983004,563.4670004,595.4720704,647.5033904,547.4720904,595.4720704
OxTG(14:0_22:6_18:3(OOH))+NH4,922.7130504,869.6653604,871.6810104,659.4670004,559.4357004,595.4720704,643.4720904,543.4407904,595.4720704
OxTG(14:0_22:6_18:4(OOH))+NH4,920.6973504,867.6496604,869.6653104,657.4513004,557.4200004,595.4720704,641.4563904,541.4250904,595.4720704
OxTG(14:0_22:6_20:1(OOH))+NH4,954.7756504,901.7279604,903.7436104,691.5296004,591.4983004,595.4720704,675.5346904,575.5033904,595.4720704
OxTG(14:0_22:6_20:2(OOH))+NH4,952.7599504,899.7122604,901.7279104,689.5139004,589.4826004,595.4720704,673.5189904,573.4876904,595.4720704
OxTG(14:0_22:6_20:3(OOH))+NH4,950.7443504,897.6966604,899.7123104,687.4983004,587.4670004,595.4720704,671.5033904,571.4720904,595.4720704
OxTG(14:0_22:6_20:5(OOH))+NH4,946.7130504,893.6653604,895.6810104,683.4670004,583.4357004,595.4720704,667.4720904,567.4407904,595.4720704
