"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment","Number of Scans","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment","Max Intensity","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment","Average m/z","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment"
"","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5","473.39490","284.2220","76.03931","191.1794","209.1900","456.3683","473.3949","1.441425","1.741425","7685"
"","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"6.89659722222222","7.19659722222222","7186","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"6.89659722222222","7.19659722222222","7186","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"6.89659722222222","7.19659722222222","7186","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"6.89659722222222","7.19659722222222","7186","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"6.89659722222222","7.19659722222222","7186","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5","651.56705","448.3785","76.03931","355.3359","373.3465","634.5405","651.5671","6.89659722222222","7.19659722222222","7186"
"","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"7.73253484848485","8.03253484848485","7241","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"7.73253484848485","8.03253484848485","7241","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"7.73253484848485","8.03253484848485","7241","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"7.73253484848485","8.03253484848485","7241","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"7.73253484848485","8.03253484848485","7241","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5","651.56705","448.3785","76.03931","355.3359","373.3465","634.5405","651.5671","7.73253484848485","8.03253484848485","7241"
"","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"6.253375","6.553375","11503","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"6.253375","6.553375","11503","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"6.253375","6.553375","11503","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"6.253375","6.553375","11503","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"6.253375","6.553375","11503","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5","651.56705","448.3785","76.03931","355.3359","373.3465","634.5405","651.5671","6.253375","6.553375","11503"
"","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"6.12672777777778","6.42672777777778","11666","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"6.12672777777778","6.42672777777778","11666","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"6.12672777777778","6.42672777777778","11666","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"6.12672777777778","6.42672777777778","11666","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"6.12672777777778","6.42672777777778","11666","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5","651.56705","448.3785","76.03931","355.3359","373.3465","634.5405","651.5671","6.12672777777778","6.42672777777778","11666"
"","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"5.83887638888889","6.13887638888889","14418","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"5.83887638888889","6.13887638888889","14418","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"5.83887638888889","6.13887638888889","14418","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"5.83887638888889","6.13887638888889","14418","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"5.83887638888889","6.13887638888889","14418","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5","651.56705","448.3785","76.03931","355.3359","373.3465","634.5405","651.5671","5.83887638888889","6.13887638888889","14418"
"","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"7.13303636363636","7.43303636363636","15745","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"7.13303636363636","7.43303636363636","15745","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"7.13303636363636","7.43303636363636","15745","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"7.13303636363636","7.43303636363636","15745","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"7.13303636363636","7.43303636363636","15745","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5","651.56705","448.3785","76.03931","355.3359","373.3465","634.5405","651.5671","7.13303636363636","7.43303636363636","15745"
"","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"6.89393194444445","7.19393194444445","16833","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"6.89393194444445","7.19393194444445","16833","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"6.89393194444445","7.19393194444445","16833","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"6.89393194444445","7.19393194444445","16833","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5",0,0,0,0,0,0,0,"6.89393194444445","7.19393194444445","16833","","MSDIAL_NAGly 11:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCC(=O)O%10;QTDHEPDVNOKSEM-NFYLBXPENA-N;C39H71NO5","651.56705","448.3785","76.03931","355.3359","373.3465","634.5405","651.5671","6.89393194444445","7.19393194444445","16833"
"","MSDIAL_NAGly 12:0/12:0;[M+NH4]+;OC(=O)CN%20.CCCCCC%10CCCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;NGLRATGYQKXQJN-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 12:0/12:0;[M+NH4]+;OC(=O)CN%20.CCCCCC%10CCCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;NGLRATGYQKXQJN-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 12:0/12:0;[M+NH4]+;OC(=O)CN%20.CCCCCC%10CCCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;NGLRATGYQKXQJN-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 12:0/12:0;[M+NH4]+;OC(=O)CN%20.CCCCCC%10CCCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;NGLRATGYQKXQJN-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 12:0/12:0;[M+NH4]+;OC(=O)CN%20.CCCCCC%10CCCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;NGLRATGYQKXQJN-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 12:0/12:0;[M+NH4]+;OC(=O)CN%20.CCCCCC%10CCCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;NGLRATGYQKXQJN-UHFFFAOYNA-N;C26H49NO5","473.39490","256.1907","76.03931","163.1481","181.1587","456.3683","473.3949","1.441425","1.741425","7685"
"","MSDIAL_NAGly 12:0/19:1;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;KTMGYLLMRARESQ-DAFNUICNNA-N;C33H61NO5",0,0,0,0,0,0,0,"10.5227466666667","10.8227466666667","8713","","MSDIAL_NAGly 12:0/19:1;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;KTMGYLLMRARESQ-DAFNUICNNA-N;C33H61NO5",0,0,0,0,0,0,0,"10.5227466666667","10.8227466666667","8713","","MSDIAL_NAGly 12:0/19:1;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;KTMGYLLMRARESQ-DAFNUICNNA-N;C33H61NO5",0,0,0,0,0,0,0,"10.5227466666667","10.8227466666667","8713","","MSDIAL_NAGly 12:0/19:1;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;KTMGYLLMRARESQ-DAFNUICNNA-N;C33H61NO5",0,0,0,0,0,0,0,"10.5227466666667","10.8227466666667","8713","","MSDIAL_NAGly 12:0/19:1;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;KTMGYLLMRARESQ-DAFNUICNNA-N;C33H61NO5",0,0,0,0,0,0,0,"10.5227466666667","10.8227466666667","8713","","MSDIAL_NAGly 12:0/19:1;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;KTMGYLLMRARESQ-DAFNUICNNA-N;C33H61NO5","569.48880","352.2846","76.03931","259.2420","277.2526","552.4623","569.4888","10.5227466666667","10.8227466666667","8713"
"","MSDIAL_NAGly 12:0/19:2;[M+NH4]+;OC(=O)CN%20.CCCCCC/C=C\C/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;CVYRDRPSTKJQQP-WPMNOOPXNA-N;C33H59NO5",0,0,0,0,0,0,0,"9.58410972222222","9.88410972222222","6366","","MSDIAL_NAGly 12:0/19:2;[M+NH4]+;OC(=O)CN%20.CCCCCC/C=C\C/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;CVYRDRPSTKJQQP-WPMNOOPXNA-N;C33H59NO5",0,0,0,0,0,0,0,"9.58410972222222","9.88410972222222","6366","","MSDIAL_NAGly 12:0/19:2;[M+NH4]+;OC(=O)CN%20.CCCCCC/C=C\C/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;CVYRDRPSTKJQQP-WPMNOOPXNA-N;C33H59NO5",0,0,0,0,0,0,0,"9.58410972222222","9.88410972222222","6366","","MSDIAL_NAGly 12:0/19:2;[M+NH4]+;OC(=O)CN%20.CCCCCC/C=C\C/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;CVYRDRPSTKJQQP-WPMNOOPXNA-N;C33H59NO5",0,0,0,0,0,0,0,"9.58410972222222","9.88410972222222","6366","","MSDIAL_NAGly 12:0/19:2;[M+NH4]+;OC(=O)CN%20.CCCCCC/C=C\C/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;CVYRDRPSTKJQQP-WPMNOOPXNA-N;C33H59NO5",0,0,0,0,0,0,0,"9.58410972222222","9.88410972222222","6366","","MSDIAL_NAGly 12:0/19:2;[M+NH4]+;OC(=O)CN%20.CCCCCC/C=C\C/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;CVYRDRPSTKJQQP-WPMNOOPXNA-N;C33H59NO5","567.47315","350.2690","76.03931","257.2264","275.2369","550.4466","567.4731","9.58410972222222","9.88410972222222","6366"
"","MSDIAL_NAGly 12:0/22:5;[M+NH4]+;OC(=O)CN%20.CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C%10CCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;YLBTYHTWPGAMCU-RLPXEMRRNA-N;C36H59NO5",0,0,0,0,0,0,0,"14.3937513888889","14.6937513888889","17273","","MSDIAL_NAGly 12:0/22:5;[M+NH4]+;OC(=O)CN%20.CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C%10CCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;YLBTYHTWPGAMCU-RLPXEMRRNA-N;C36H59NO5",0,0,0,0,0,0,0,"14.3937513888889","14.6937513888889","17273","","MSDIAL_NAGly 12:0/22:5;[M+NH4]+;OC(=O)CN%20.CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C%10CCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;YLBTYHTWPGAMCU-RLPXEMRRNA-N;C36H59NO5",0,0,0,0,0,0,0,"14.3937513888889","14.6937513888889","17273","","MSDIAL_NAGly 12:0/22:5;[M+NH4]+;OC(=O)CN%20.CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C%10CCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;YLBTYHTWPGAMCU-RLPXEMRRNA-N;C36H59NO5",0,0,0,0,0,0,0,"14.3937513888889","14.6937513888889","17273","","MSDIAL_NAGly 12:0/22:5;[M+NH4]+;OC(=O)CN%20.CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C%10CCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;YLBTYHTWPGAMCU-RLPXEMRRNA-N;C36H59NO5",0,0,0,0,0,0,0,"14.3937513888889","14.6937513888889","17273","","MSDIAL_NAGly 12:0/22:5;[M+NH4]+;OC(=O)CN%20.CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C%10CCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;YLBTYHTWPGAMCU-RLPXEMRRNA-N;C36H59NO5","603.47315","386.2690","76.03931","293.2264","311.2369","586.4466","603.4731","14.3937513888889","14.6937513888889","17273"
"","MSDIAL_NAGly 12:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;GYKFYNARFDPTHP-NFYLBXPENA-N;C40H73NO5",0,0,0,0,0,0,0,"6.96892916666667","7.26892916666667","1392","","MSDIAL_NAGly 12:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;GYKFYNARFDPTHP-NFYLBXPENA-N;C40H73NO5",0,0,0,0,0,0,0,"6.96892916666667","7.26892916666667","1392","","MSDIAL_NAGly 12:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;GYKFYNARFDPTHP-NFYLBXPENA-N;C40H73NO5",0,0,0,0,0,0,0,"6.96892916666667","7.26892916666667","1392","","MSDIAL_NAGly 12:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;GYKFYNARFDPTHP-NFYLBXPENA-N;C40H73NO5",0,0,0,0,0,0,0,"6.96892916666667","7.26892916666667","1392","","MSDIAL_NAGly 12:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;GYKFYNARFDPTHP-NFYLBXPENA-N;C40H73NO5",0,0,0,0,0,0,0,"6.96892916666667","7.26892916666667","1392","","MSDIAL_NAGly 12:0/26:2;[M+NH4]+;OC(=O)CN%20.CCCCCCC/C=C\C/C=C\CCCCCC%10CCCCCCCC(=O)%20.CCCCCCCCCCCC(=O)O%10;GYKFYNARFDPTHP-NFYLBXPENA-N;C40H73NO5","665.58270","448.3785","76.03931","355.3359","373.3465","648.5562","665.5827","6.96892916666667","7.26892916666667","1392"
