OxTG,[M+NH4]+,[M+H-nH2O]+,[M+H-R1COOH]+,[M+H-R2COOH]+,[M+H-R3COOH]+
OxTG(16:1(Ke_or_Epoxy)_20:2(Ke_or_Epoxy)_18:3)+NH4,924.7288504,871.6811604,639.4983764,585.4514764,629.4776764
OxTG(16:1(Ke_or_Epoxy)_20:2(Ke_or_Epoxy)_18:4)+NH4,922.7131504,869.6654604,637.4826764,583.4357764,629.4776764
OxTG(16:1(Ke_or_Epoxy)_20:2(Ke_or_Epoxy)_20:4)+NH4,950.7444504,897.6967604,665.5139764,611.4670764,629.4776764
OxTG(16:1(Ke_or_Epoxy)_20:2(Ke_or_Epoxy)_20:5)+NH4,948.7288504,895.6811604,663.4983764,609.4514764,629.4776764
OxTG(16:1(Ke_or_Epoxy)_20:2(Ke_or_Epoxy)_22:5)+NH4,976.7601504,923.7124604,691.5296764,637.4827764,629.4776764
OxTG(16:1(Ke_or_Epoxy)_20:2(Ke_or_Epoxy)_22:6)+NH4,974.7444504,921.6967604,689.5139764,635.4670764,629.4776764
OxTG(16:1(Ke_or_Epoxy)_20:3(Ke_or_Epoxy)_14:0)+NH4,872.6975504,819.6498604,587.4670764,535.4357764,627.4620764
OxTG(16:1(Ke_or_Epoxy)_20:3(Ke_or_Epoxy)_14:1)+NH4,870.6819504,817.6342604,585.4514764,533.4201764,627.4620764
OxTG(16:1(Ke_or_Epoxy)_20:3(Ke_or_Epoxy)_16:0)+NH4,900.7288504,847.6811604,615.4983764,563.4670764,627.4620764
OxTG(16:1(Ke_or_Epoxy)_20:3(Ke_or_Epoxy)_16:1)+NH4,898.7132504,845.6655604,613.4827764,561.4514764,627.4620764
OxTG(16:1(Ke_or_Epoxy)_20:3(Ke_or_Epoxy)_18:0)+NH4,928.7601504,875.7124604,643.5296764,591.4983764,627.4620764
OxTG(16:1(Ke_or_Epoxy)_20:3(Ke_or_Epoxy)_18:1)+NH4,926.7445504,873.6968604,641.5140764,589.4827764,627.4620764
OxTG(16:1(Ke_or_Epoxy)_20:3(Ke_or_Epoxy)_18:2)+NH4,924.7288504,871.6811604,639.4983764,587.4670764,627.4620764
OxTG(16:1(Ke_or_Epoxy)_20:3(Ke_or_Epoxy)_18:3)+NH4,922.7132504,869.6655604,637.4827764,585.4514764,627.4620764
OxTG(16:1(Ke_or_Epoxy)_20:3(Ke_or_Epoxy)_18:4)+NH4,920.6975504,867.6498604,635.4670764,583.4357764,627.4620764
OxTG(16:1(Ke_or_Epoxy)_20:3(Ke_or_Epoxy)_20:4)+NH4,948.7288504,895.6811604,663.4983764,611.4670764,627.4620764
OxTG(16:1(Ke_or_Epoxy)_20:3(Ke_or_Epoxy)_20:5)+NH4,946.7132504,893.6655604,661.4827764,609.4514764,627.4620764
OxTG(16:1(Ke_or_Epoxy)_20:3(Ke_or_Epoxy)_22:5)+NH4,974.7445504,921.6968604,689.5140764,637.4827764,627.4620764
OxTG(16:1(Ke_or_Epoxy)_20:3(Ke_or_Epoxy)_22:6)+NH4,972.7288504,919.6811604,687.4983764,635.4670764,627.4620764
OxTG(16:1(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_14:0)+NH4,868.6662504,815.6185604,583.4357764,535.4357764,623.4307764
OxTG(16:1(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_14:1)+NH4,866.6506504,813.6029604,581.4201764,533.4201764,623.4307764
OxTG(16:1(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_16:0)+NH4,896.6975504,843.6498604,611.4670764,563.4670764,623.4307764
OxTG(16:1(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_16:1)+NH4,894.6819504,841.6342604,609.4514764,561.4514764,623.4307764
OxTG(16:1(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_18:0)+NH4,924.7288504,871.6811604,639.4983764,591.4983764,623.4307764
OxTG(16:1(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_18:1)+NH4,922.7132504,869.6655604,637.4827764,589.4827764,623.4307764
OxTG(16:1(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_18:2)+NH4,920.6975504,867.6498604,635.4670764,587.4670764,623.4307764
OxTG(16:1(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_18:3)+NH4,918.6819504,865.6342604,633.4514764,585.4514764,623.4307764
OxTG(16:1(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_18:4)+NH4,916.6662504,863.6185604,631.4357764,583.4357764,623.4307764
OxTG(16:1(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_20:4)+NH4,944.6975504,891.6498604,659.4670764,611.4670764,623.4307764
OxTG(16:1(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_20:5)+NH4,942.6819504,889.6342604,657.4514764,609.4514764,623.4307764
OxTG(16:1(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_22:5)+NH4,970.7132504,917.6655604,685.4827764,637.4827764,623.4307764
OxTG(16:1(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_22:6)+NH4,968.6975504,915.6498604,683.4670764,635.4670764,623.4307764
OxTG(16:1(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_14:0)+NH4,904.7601504,851.7124604,619.5296764,535.4357764,659.5246764
OxTG(16:1(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_14:1)+NH4,902.7445504,849.6968604,617.5140764,533.4201764,659.5246764
OxTG(16:1(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_16:0)+NH4,932.7914504,879.7437604,647.5609764,563.4670764,659.5246764
OxTG(16:1(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_16:1)+NH4,930.7758504,877.7281604,645.5453764,561.4514764,659.5246764
OxTG(16:1(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_18:0)+NH4,960.8227504,907.7750604,675.5922764,591.4983764,659.5246764
OxTG(16:1(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_18:1)+NH4,958.8071504,905.7594604,673.5766764,589.4827764,659.5246764
OxTG(16:1(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_18:2)+NH4,956.7914504,903.7437604,671.5609764,587.4670764,659.5246764
OxTG(16:1(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_18:3)+NH4,954.7758504,901.7281604,669.5453764,585.4514764,659.5246764
OxTG(16:1(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_18:4)+NH4,952.7601504,899.7124604,667.5296764,583.4357764,659.5246764
OxTG(16:1(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_20:4)+NH4,980.7914504,927.7437604,695.5609764,611.4670764,659.5246764
OxTG(16:1(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_20:5)+NH4,978.7758504,925.7281604,693.5453764,609.4514764,659.5246764
OxTG(16:1(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_22:5)+NH4,1006.80715,953.7594604,721.5766764,637.4827764,659.5246764
OxTG(16:1(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_22:6)+NH4,1004.79145,951.7437604,719.5609764,635.4670764,659.5246764
OxTG(16:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_14:0)+NH4,902.7444504,849.6967604,617.5139764,535.4357764,657.5089764
OxTG(16:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_14:1)+NH4,900.7288504,847.6811604,615.4983764,533.4201764,657.5089764
OxTG(16:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_16:0)+NH4,930.7757504,877.7280604,645.5452764,563.4670764,657.5089764
OxTG(16:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_16:1)+NH4,928.7601504,875.7124604,643.5296764,561.4514764,657.5089764
OxTG(16:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_18:0)+NH4,958.8070504,905.7593604,673.5765764,591.4983764,657.5089764
OxTG(16:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_18:1)+NH4,956.7914504,903.7437604,671.5609764,589.4827764,657.5089764
OxTG(16:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_18:2)+NH4,954.7757504,901.7280604,669.5452764,587.4670764,657.5089764
OxTG(16:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_18:3)+NH4,952.7601504,899.7124604,667.5296764,585.4514764,657.5089764
OxTG(16:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_18:4)+NH4,950.7444504,897.6967604,665.5139764,583.4357764,657.5089764
OxTG(16:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_20:4)+NH4,978.7757504,925.7280604,693.5452764,611.4670764,657.5089764
OxTG(16:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_20:5)+NH4,976.7601504,923.7124604,691.5296764,609.4514764,657.5089764
OxTG(16:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_22:5)+NH4,1004.79145,951.7437604,719.5609764,637.4827764,657.5089764
OxTG(16:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_22:6)+NH4,1002.77575,949.7280604,717.5452764,635.4670764,657.5089764
OxTG(16:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_14:0)+NH4,900.7288504,847.6811604,615.4983764,535.4357764,655.4933764
OxTG(16:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_14:1)+NH4,898.7132504,845.6655604,613.4827764,533.4201764,655.4933764
OxTG(16:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_16:0)+NH4,928.7601504,875.7124604,643.5296764,563.4670764,655.4933764
OxTG(16:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_16:1)+NH4,926.7445504,873.6968604,641.5140764,561.4514764,655.4933764
OxTG(16:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:0)+NH4,956.7914504,903.7437604,671.5609764,591.4983764,655.4933764
OxTG(16:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:1)+NH4,954.7758504,901.7281604,669.5453764,589.4827764,655.4933764
OxTG(16:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:2)+NH4,952.7601504,899.7124604,667.5296764,587.4670764,655.4933764
OxTG(16:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:3)+NH4,950.7445504,897.6968604,665.5140764,585.4514764,655.4933764
OxTG(16:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:4)+NH4,948.7288504,895.6811604,663.4983764,583.4357764,655.4933764
OxTG(16:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_20:4)+NH4,976.7601504,923.7124604,691.5296764,611.4670764,655.4933764
OxTG(16:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_20:5)+NH4,974.7445504,921.6968604,689.5140764,609.4514764,655.4933764
OxTG(16:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_22:5)+NH4,1002.77585,949.7281604,717.5453764,637.4827764,655.4933764
OxTG(16:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_22:6)+NH4,1000.76015,947.7124604,715.5296764,635.4670764,655.4933764
OxTG(16:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_14:0)+NH4,898.7131504,845.6654604,613.4826764,535.4357764,653.4776764
OxTG(16:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_14:1)+NH4,896.6975504,843.6498604,611.4670764,533.4201764,653.4776764
OxTG(16:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_16:0)+NH4,926.7444504,873.6967604,641.5139764,563.4670764,653.4776764
OxTG(16:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_16:1)+NH4,924.7288504,871.6811604,639.4983764,561.4514764,653.4776764
OxTG(16:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:0)+NH4,954.7757504,901.7280604,669.5452764,591.4983764,653.4776764
OxTG(16:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:1)+NH4,952.7601504,899.7124604,667.5296764,589.4827764,653.4776764
OxTG(16:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:2)+NH4,950.7444504,897.6967604,665.5139764,587.4670764,653.4776764
OxTG(16:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:3)+NH4,948.7288504,895.6811604,663.4983764,585.4514764,653.4776764
OxTG(16:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:4)+NH4,946.7131504,893.6654604,661.4826764,583.4357764,653.4776764
OxTG(16:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_20:4)+NH4,974.7444504,921.6967604,689.5139764,611.4670764,653.4776764
OxTG(16:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_20:5)+NH4,972.7288504,919.6811604,687.4983764,609.4514764,653.4776764
OxTG(16:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_22:5)+NH4,1000.76015,947.7124604,715.5296764,637.4827764,653.4776764
OxTG(16:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_22:6)+NH4,998.7444504,945.6967604,713.5139764,635.4670764,653.4776764
OxTG(16:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_14:0)+NH4,896.6975504,843.6498604,611.4670764,535.4357764,651.4620764
OxTG(16:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_14:1)+NH4,894.6819504,841.6342604,609.4514764,533.4201764,651.4620764
OxTG(16:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_16:0)+NH4,924.7288504,871.6811604,639.4983764,563.4670764,651.4620764
OxTG(16:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_16:1)+NH4,922.7132504,869.6655604,637.4827764,561.4514764,651.4620764
OxTG(16:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:0)+NH4,952.7601504,899.7124604,667.5296764,591.4983764,651.4620764
OxTG(16:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:1)+NH4,950.7445504,897.6968604,665.5140764,589.4827764,651.4620764
OxTG(16:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:2)+NH4,948.7288504,895.6811604,663.4983764,587.4670764,651.4620764
OxTG(16:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:3)+NH4,946.7132504,893.6655604,661.4827764,585.4514764,651.4620764
OxTG(16:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:4)+NH4,944.6975504,891.6498604,659.4670764,583.4357764,651.4620764
OxTG(16:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_20:4)+NH4,972.7288504,919.6811604,687.4983764,611.4670764,651.4620764
OxTG(16:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_20:5)+NH4,970.7132504,917.6655604,685.4827764,609.4514764,651.4620764
OxTG(16:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_22:5)+NH4,998.7445504,945.6968604,713.5140764,637.4827764,651.4620764
OxTG(16:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_22:6)+NH4,996.7288504,943.6811604,711.4983764,635.4670764,651.4620764
OxTG(16:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_14:0)+NH4,894.6818504,841.6341604,609.4513764,535.4357764,649.4463764
OxTG(16:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_14:1)+NH4,892.6662504,839.6185604,607.4357764,533.4201764,649.4463764
OxTG(16:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_16:0)+NH4,922.7131504,869.6654604,637.4826764,563.4670764,649.4463764
OxTG(16:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_16:1)+NH4,920.6975504,867.6498604,635.4670764,561.4514764,649.4463764
OxTG(16:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:0)+NH4,950.7444504,897.6967604,665.5139764,591.4983764,649.4463764
OxTG(16:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:1)+NH4,948.7288504,895.6811604,663.4983764,589.4827764,649.4463764
OxTG(16:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:2)+NH4,946.7131504,893.6654604,661.4826764,587.4670764,649.4463764
OxTG(16:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:3)+NH4,944.6975504,891.6498604,659.4670764,585.4514764,649.4463764
OxTG(16:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:4)+NH4,942.6818504,889.6341604,657.4513764,583.4357764,649.4463764
OxTG(16:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_20:4)+NH4,970.7131504,917.6654604,685.4826764,611.4670764,649.4463764
OxTG(16:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_20:5)+NH4,968.6975504,915.6498604,683.4670764,609.4514764,649.4463764
OxTG(16:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_22:5)+NH4,996.7288504,943.6811604,711.4983764,637.4827764,649.4463764
OxTG(16:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_22:6)+NH4,994.7131504,941.6654604,709.4826764,635.4670764,649.4463764
OxTG(16:1(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_14:0)+NH4,932.7914504,879.7437604,647.5609764,535.4357764,687.5559764
OxTG(16:1(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_14:1)+NH4,930.7758504,877.7281604,645.5453764,533.4201764,687.5559764
OxTG(16:1(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_16:0)+NH4,960.8227504,907.7750604,675.5922764,563.4670764,687.5559764
OxTG(16:1(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_16:1)+NH4,958.8071504,905.7594604,673.5766764,561.4514764,687.5559764
OxTG(16:1(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_18:0)+NH4,988.8540504,935.8063604,703.6235764,591.4983764,687.5559764
OxTG(16:1(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_18:1)+NH4,986.8384504,933.7907604,701.6079764,589.4827764,687.5559764
OxTG(16:1(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_18:2)+NH4,984.8227504,931.7750604,699.5922764,587.4670764,687.5559764
OxTG(16:1(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_18:3)+NH4,982.8071504,929.7594604,697.5766764,585.4514764,687.5559764
OxTG(16:1(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_18:4)+NH4,980.7914504,927.7437604,695.5609764,583.4357764,687.5559764
OxTG(16:1(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_20:4)+NH4,1008.82275,955.7750604,723.5922764,611.4670764,687.5559764
OxTG(16:1(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_20:5)+NH4,1006.80715,953.7594604,721.5766764,609.4514764,687.5559764
OxTG(16:1(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_22:5)+NH4,1034.83845,981.7907604,749.6079764,637.4827764,687.5559764
OxTG(16:1(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_22:6)+NH4,1032.82275,979.7750604,747.5922764,635.4670764,687.5559764
OxTG(17:1(Ke_or_Epoxy)_17:1(Ke_or_Epoxy)_14:0)+NH4,848.6974504,795.6497604,549.4513764,549.4513764,603.4619764
OxTG(17:1(Ke_or_Epoxy)_17:1(Ke_or_Epoxy)_14:1)+NH4,846.6818504,793.6341604,547.4357764,547.4357764,603.4619764
OxTG(17:1(Ke_or_Epoxy)_17:1(Ke_or_Epoxy)_16:0)+NH4,876.7287504,823.6810604,577.4826764,577.4826764,603.4619764
OxTG(17:1(Ke_or_Epoxy)_17:1(Ke_or_Epoxy)_16:1)+NH4,874.7131504,821.6654604,575.4670764,575.4670764,603.4619764
OxTG(17:1(Ke_or_Epoxy)_17:1(Ke_or_Epoxy)_18:0)+NH4,904.7600504,851.7123604,605.5139764,605.5139764,603.4619764
OxTG(17:1(Ke_or_Epoxy)_17:1(Ke_or_Epoxy)_18:1)+NH4,902.7444504,849.6967604,603.4983764,603.4983764,603.4619764
OxTG(17:1(Ke_or_Epoxy)_17:1(Ke_or_Epoxy)_18:2)+NH4,900.7287504,847.6810604,601.4826764,601.4826764,603.4619764
OxTG(17:1(Ke_or_Epoxy)_17:1(Ke_or_Epoxy)_18:3)+NH4,898.7131504,845.6654604,599.4670764,599.4670764,603.4619764
OxTG(17:1(Ke_or_Epoxy)_17:1(Ke_or_Epoxy)_18:4)+NH4,896.6974504,843.6497604,597.4513764,597.4513764,603.4619764
OxTG(17:1(Ke_or_Epoxy)_17:1(Ke_or_Epoxy)_20:4)+NH4,924.7287504,871.6810604,625.4826764,625.4826764,603.4619764
OxTG(17:1(Ke_or_Epoxy)_17:1(Ke_or_Epoxy)_20:5)+NH4,922.7131504,869.6654604,623.4670764,623.4670764,603.4619764
OxTG(17:1(Ke_or_Epoxy)_17:1(Ke_or_Epoxy)_22:5)+NH4,950.7444504,897.6967604,651.4983764,651.4983764,603.4619764
OxTG(17:1(Ke_or_Epoxy)_17:1(Ke_or_Epoxy)_22:6)+NH4,948.7287504,895.6810604,649.4826764,649.4826764,603.4619764
OxTG(17:1(Ke_or_Epoxy)_17:2(Ke_or_Epoxy)_14:0)+NH4,846.6818504,793.6341604,547.4357764,549.4513764,601.4463764
OxTG(17:1(Ke_or_Epoxy)_17:2(Ke_or_Epoxy)_14:1)+NH4,844.6662504,791.6185604,545.4201764,547.4357764,601.4463764
OxTG(17:1(Ke_or_Epoxy)_17:2(Ke_or_Epoxy)_16:0)+NH4,874.7131504,821.6654604,575.4670764,577.4826764,601.4463764
OxTG(17:1(Ke_or_Epoxy)_17:2(Ke_or_Epoxy)_16:1)+NH4,872.6975504,819.6498604,573.4514764,575.4670764,601.4463764
OxTG(17:1(Ke_or_Epoxy)_17:2(Ke_or_Epoxy)_18:0)+NH4,902.7444504,849.6967604,603.4983764,605.5139764,601.4463764
OxTG(17:1(Ke_or_Epoxy)_17:2(Ke_or_Epoxy)_18:1)+NH4,900.7288504,847.6811604,601.4827764,603.4983764,601.4463764
OxTG(17:1(Ke_or_Epoxy)_17:2(Ke_or_Epoxy)_18:2)+NH4,898.7131504,845.6654604,599.4670764,601.4826764,601.4463764
OxTG(17:1(Ke_or_Epoxy)_17:2(Ke_or_Epoxy)_18:3)+NH4,896.6975504,843.6498604,597.4514764,599.4670764,601.4463764
OxTG(17:1(Ke_or_Epoxy)_17:2(Ke_or_Epoxy)_18:4)+NH4,894.6818504,841.6341604,595.4357764,597.4513764,601.4463764
OxTG(17:1(Ke_or_Epoxy)_17:2(Ke_or_Epoxy)_20:4)+NH4,922.7131504,869.6654604,623.4670764,625.4826764,601.4463764
OxTG(17:1(Ke_or_Epoxy)_17:2(Ke_or_Epoxy)_20:5)+NH4,920.6975504,867.6498604,621.4514764,623.4670764,601.4463764
OxTG(17:1(Ke_or_Epoxy)_17:2(Ke_or_Epoxy)_22:5)+NH4,948.7288504,895.6811604,649.4827764,651.4983764,601.4463764
OxTG(17:1(Ke_or_Epoxy)_17:2(Ke_or_Epoxy)_22:6)+NH4,946.7131504,893.6654604,647.4670764,649.4826764,601.4463764
OxTG(17:1(Ke_or_Epoxy)_18:1(Ke_or_Epoxy)_14:0)+NH4,862.7131504,809.6654604,563.4670764,549.4513764,617.4776764
OxTG(17:1(Ke_or_Epoxy)_18:1(Ke_or_Epoxy)_14:1)+NH4,860.6975504,807.6498604,561.4514764,547.4357764,617.4776764
OxTG(17:1(Ke_or_Epoxy)_18:1(Ke_or_Epoxy)_16:0)+NH4,890.7444504,837.6967604,591.4983764,577.4826764,617.4776764
OxTG(17:1(Ke_or_Epoxy)_18:1(Ke_or_Epoxy)_16:1)+NH4,888.7288504,835.6811604,589.4827764,575.4670764,617.4776764
OxTG(17:1(Ke_or_Epoxy)_18:1(Ke_or_Epoxy)_18:0)+NH4,918.7757504,865.7280604,619.5296764,605.5139764,617.4776764
OxTG(17:1(Ke_or_Epoxy)_18:1(Ke_or_Epoxy)_18:1)+NH4,916.7601504,863.7124604,617.5140764,603.4983764,617.4776764
OxTG(17:1(Ke_or_Epoxy)_18:1(Ke_or_Epoxy)_18:2)+NH4,914.7444504,861.6967604,615.4983764,601.4826764,617.4776764
OxTG(17:1(Ke_or_Epoxy)_18:1(Ke_or_Epoxy)_18:3)+NH4,912.7288504,859.6811604,613.4827764,599.4670764,617.4776764
OxTG(17:1(Ke_or_Epoxy)_18:1(Ke_or_Epoxy)_18:4)+NH4,910.7131504,857.6654604,611.4670764,597.4513764,617.4776764
OxTG(17:1(Ke_or_Epoxy)_18:1(Ke_or_Epoxy)_20:4)+NH4,938.7444504,885.6967604,639.4983764,625.4826764,617.4776764
OxTG(17:1(Ke_or_Epoxy)_18:1(Ke_or_Epoxy)_20:5)+NH4,936.7288504,883.6811604,637.4827764,623.4670764,617.4776764
OxTG(17:1(Ke_or_Epoxy)_18:1(Ke_or_Epoxy)_22:5)+NH4,964.7601504,911.7124604,665.5140764,651.4983764,617.4776764
OxTG(17:1(Ke_or_Epoxy)_18:1(Ke_or_Epoxy)_22:6)+NH4,962.7444504,909.6967604,663.4983764,649.4826764,617.4776764
OxTG(17:1(Ke_or_Epoxy)_18:2(Ke_or_Epoxy)_14:0)+NH4,860.6974504,807.6497604,561.4513764,549.4513764,615.4619764
OxTG(17:1(Ke_or_Epoxy)_18:2(Ke_or_Epoxy)_14:1)+NH4,858.6818504,805.6341604,559.4357764,547.4357764,615.4619764
OxTG(17:1(Ke_or_Epoxy)_18:2(Ke_or_Epoxy)_16:0)+NH4,888.7287504,835.6810604,589.4826764,577.4826764,615.4619764
OxTG(17:1(Ke_or_Epoxy)_18:2(Ke_or_Epoxy)_16:1)+NH4,886.7131504,833.6654604,587.4670764,575.4670764,615.4619764
OxTG(17:1(Ke_or_Epoxy)_18:2(Ke_or_Epoxy)_18:0)+NH4,916.7600504,863.7123604,617.5139764,605.5139764,615.4619764
OxTG(17:1(Ke_or_Epoxy)_18:2(Ke_or_Epoxy)_18:1)+NH4,914.7444504,861.6967604,615.4983764,603.4983764,615.4619764
OxTG(17:1(Ke_or_Epoxy)_18:2(Ke_or_Epoxy)_18:2)+NH4,912.7287504,859.6810604,613.4826764,601.4826764,615.4619764
OxTG(17:1(Ke_or_Epoxy)_18:2(Ke_or_Epoxy)_18:3)+NH4,910.7131504,857.6654604,611.4670764,599.4670764,615.4619764
OxTG(17:1(Ke_or_Epoxy)_18:2(Ke_or_Epoxy)_18:4)+NH4,908.6974504,855.6497604,609.4513764,597.4513764,615.4619764
OxTG(17:1(Ke_or_Epoxy)_18:2(Ke_or_Epoxy)_20:4)+NH4,936.7287504,883.6810604,637.4826764,625.4826764,615.4619764
OxTG(17:1(Ke_or_Epoxy)_18:2(Ke_or_Epoxy)_20:5)+NH4,934.7131504,881.6654604,635.4670764,623.4670764,615.4619764
OxTG(17:1(Ke_or_Epoxy)_18:2(Ke_or_Epoxy)_22:5)+NH4,962.7444504,909.6967604,663.4983764,651.4983764,615.4619764
OxTG(17:1(Ke_or_Epoxy)_18:2(Ke_or_Epoxy)_22:6)+NH4,960.7287504,907.6810604,661.4826764,649.4826764,615.4619764
OxTG(17:1(Ke_or_Epoxy)_18:3(Ke_or_Epoxy)_14:0)+NH4,858.6818504,805.6341604,559.4357764,549.4513764,613.4463764
OxTG(17:1(Ke_or_Epoxy)_18:3(Ke_or_Epoxy)_14:1)+NH4,856.6662504,803.6185604,557.4201764,547.4357764,613.4463764
OxTG(17:1(Ke_or_Epoxy)_18:3(Ke_or_Epoxy)_16:0)+NH4,886.7131504,833.6654604,587.4670764,577.4826764,613.4463764
